"No.","Time","Source","Destination","Protocol","Length","Info","TimeDiff","SPort","DPort"
"679","102.016266616","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.302672346","54915","54915"
"680","102.655728893","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.202? Tell 192.168.0.218","0.639462277","",""
"681","102.687907214","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.17? Tell 192.168.0.218","0.032178321","",""
"682","102.719169120","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.193? Tell 192.168.0.218","0.031261906","",""
"683","102.719190750","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.156? Tell 192.168.0.218","0.000021630","",""
"684","102.744148524","192.168.0.184","192.168.0.218","TCP","60","22300  >  80 [SYN] Seq=0 Win=8192 Len=0","0.024957774","22300","80"
"685","102.744166906","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.184? Tell 192.168.0.218","0.000018382","",""
"686","103.019595523","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.275428617","54915","54915"
"687","103.744884793","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.193? Tell 192.168.0.218","0.725289270","",""
"688","103.771745181","192.168.0.185","192.168.0.218","UDP","60","47966  >  80 Len=0","0.026860388","47966","80"
"689","103.771756707","192.168.0.218","192.168.0.185","ICMP","70","Destination unreachable (Port unreachable)","0.000011526","47966","80"
"690","103.775184179","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.184? Tell 192.168.0.218","0.003427472","",""
"691","104.015065288","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.239881109","54915","54915"
"692","104.184290535","a2:9c:aa:76:69:49","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.169225247","",""
"693","104.184290662","D680.local","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000127","",""
"694","104.184290682","f6:c7:24:08:96:ca","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000020","",""
"695","104.184290698","SamsungE_c9:0b:80","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000016","",""
"696","104.184290711","Arcadyan_3e:93:34","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000013","",""
"697","104.184350409","SamsungE_d0:f5:75","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000059698","",""
"698","104.799886738","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.184? Tell 192.168.0.218","0.615536329","",""
"699","104.815086460","192.168.0.83","192.168.0.218","TCP","60","28284  >  80 [SYN] Seq=0 Win=8192 Len=0","0.015199722","28284","80"
"700","104.815102489","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.83? Tell 192.168.0.218","0.000016029","",""
"701","105.019319758","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.204217269","54915","54915"
"702","105.823654075","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.83? Tell 192.168.0.218","0.804334317","",""
"703","106.017710281","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.194056206","54915","54915"
"704","106.848408486","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.83? Tell 192.168.0.218","0.830698205","",""
"705","106.853813354","192.168.0.245","192.168.0.218","UDP","60","24680  >  80 Len=0","0.005404868","24680","80"
"706","106.853828671","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.245? Tell 192.168.0.218","0.000015317","",""
"707","107.015128698","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.161300027","54915","54915"
"708","107.872183431","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.245? Tell 192.168.0.218","0.857054733","",""
"709","107.893217293","192.168.0.131","192.168.0.218","TCP","60","3438  >  80 [SYN] Seq=0 Win=8192 Len=0","0.021033862","3438","80"
"710","107.893228249","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.131? Tell 192.168.0.218","0.000010956","",""
"711","108.018407956","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.125179707","54915","54915"
"712","108.895967357","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.131? Tell 192.168.0.218","0.877559401","",""
"713","108.896003039","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.245? Tell 192.168.0.218","0.000035682","",""
"714","108.959411113","PcsCompu_bd:40:f6","PcsCompu_73:4a:8f","ARP","42","Who has 192.168.0.185? Tell 192.168.0.218","0.063408074","",""
"715","108.959518858","PcsCompu_73:4a:8f","PcsCompu_bd:40:f6","ARP","60","192.168.0.185 is at 08:00:27:73:4a:8f","0.000107745","",""
"716","109.015809735","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.056290877","54915","54915"
"717","109.919750038","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.131? Tell 192.168.0.218","0.903940303","",""
"718","109.924175361","192.168.0.73","192.168.0.218","UDP","60","22204  >  80 Len=0","0.004425323","22204","80"
"719","109.924189931","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.73? Tell 192.168.0.218","0.000014570","",""
"720","109.956615358","192.168.0.49","192.168.0.218","TCP","60","15528  >  80 [SYN] Seq=0 Win=8192 Len=0","0.032425427","15528","80"
"721","109.956632312","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.49? Tell 192.168.0.218","0.000016954","",""
"722","110.019164196","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.062531884","54915","54915"
"723","110.184123471","a2:9c:aa:76:69:49","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.164959275","",""
"724","110.184123613","D680.local","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000142","",""
"725","110.184123634","f6:c7:24:08:96:ca","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000021","",""
"726","110.184123646","SamsungE_c9:0b:80","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000012","",""
"727","110.187164683","Arcadyan_3e:93:34","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.003041037","",""
"728","110.187164735","SamsungE_d0:f5:75","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000052","",""
"729","110.943530220","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.73? Tell 192.168.0.218","0.756365485","",""
"730","110.979658638","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.49? Tell 192.168.0.218","0.036128418","",""
"731","111.015588881","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.035930243","54915","54915"
"732","111.968272686","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.73? Tell 192.168.0.218","0.952683805","",""
"733","111.981482347","192.168.0.199","192.168.0.218","UDP","60","40548  >  80 Len=0","0.013209661","40548","80"
"734","111.981498395","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.199? Tell 192.168.0.218","0.000016048","",""
"735","111.999533037","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.49? Tell 192.168.0.218","0.018034642","",""
"736","112.018871944","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.019338907","54915","54915"
"737","112.991170588","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.199? Tell 192.168.0.218","0.972298644","",""
"738","113.017251645","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.026081057","54915","54915"
"739","114.014718922","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.997467277","54915","54915"
"740","114.015830444","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.199? Tell 192.168.0.218","0.001111522","",""
"741","114.033940852","192.168.0.54","192.168.0.218","TCP","60","47538  >  80 [SYN] Seq=0 Win=8192 Len=0","0.018110408","47538","80"
"742","114.033953759","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.54? Tell 192.168.0.218","0.000012907","",""
"743","114.062161771","192.168.0.119","192.168.0.218","UDP","60","5038  >  80 Len=0","0.028208012","5038","80"
"744","114.062175651","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.119? Tell 192.168.0.218","0.000013880","",""
"745","114.089731585","192.168.0.50","192.168.0.218","TCP","60","29482  >  80 [SYN] Seq=0 Win=8192 Len=0","0.027555934","29482","80"
"746","114.089749175","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.50? Tell 192.168.0.218","0.000017590","",""
"747","114.121839513","192.168.0.243","192.168.0.218","UDP","60","24355  >  80 Len=0","0.032090338","24355","80"
"748","114.121859165","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.243? Tell 192.168.0.218","0.000019652","",""
"749","115.017962918","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.896103753","54915","54915"
"750","115.039621675","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.54? Tell 192.168.0.218","0.021658757","",""
"751","115.071828800","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.119? Tell 192.168.0.218","0.032207125","",""
"752","115.104034362","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.50? Tell 192.168.0.218","0.032205562","",""
"753","115.135278438","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.243? Tell 192.168.0.218","0.031244076","",""
"754","115.157289149","192.168.0.64","192.168.0.218","TCP","60","18686  >  80 [SYN] Seq=0 Win=8192 Len=0","0.022010711","18686","80"
"755","115.157304451","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.64? Tell 192.168.0.218","0.000015302","",""
"756","116.015382003","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.858077552","54915","54915"
"757","116.063417996","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.54? Tell 192.168.0.218","0.048035993","",""
"758","116.095597354","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.119? Tell 192.168.0.218","0.032179358","",""
"759","116.127817287","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.50? Tell 192.168.0.218","0.032219933","",""
"760","116.160007594","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.64? Tell 192.168.0.218","0.032190307","",""
"761","116.160031792","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.243? Tell 192.168.0.218","0.000024198","",""
"762","116.184028326","a2:9c:aa:76:69:49","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.023996534","",""
"763","116.184028384","D680.local","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000058","",""
"764","116.184028401","f6:c7:24:08:96:ca","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000017","",""
"765","116.184057222","SamsungE_c9:0b:80","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000028821","",""
"766","116.184057245","Arcadyan_3e:93:34","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000023","",""
"767","116.186374117","SamsungE_d0:f5:75","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.002316872","",""
"768","116.390822660","DESKTOP-GSL42P0.local","ff02::1:2","DHCPv6","120","Information-request XID: 0x1f9107 CID: 00010001295c22d404d4c4548643 ","0.204448543","546","547"
"769","116.392944330","DESKTOP-GSL42P0.local","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","0.002121670","",""
"770","116.392944398","DESKTOP-GSL42P0.local","igmp.mcast.net","IGMPv3","60","Membership Report / Leave group 224.0.0.252","0.000000068","",""
"771","116.394044655","fe80::c6e9:aff:fe1d:1c0a","ff02::1:3","ICMPv6","90","Multicast Listener Query","0.001100257","",""
"772","116.394411896","192.168.0.1","224.0.0.252","IGMPv3","60","Membership Query, specific for group 224.0.0.252","0.000367241","",""
"773","116.396203969","DESKTOP-GSL42P0.local","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","0.001792073","",""
"774","116.396260574","DESKTOP-GSL42P0.local","igmp.mcast.net","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources","0.000056605","",""
"775","116.396722950","DESKTOP-GSL42P0.local","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-GSL42P0.local, ""QM"" question","0.000462376","5353","5353"
"776","116.396778630","DESKTOP-GSL42P0.local","224.0.0.251","MDNS","139","Standard query response 0x0000 A, cache flush 192.168.0.117 AAAA, cache flush fe80::604c:da3d:969c:9bf2 NSEC, cache flush DESKTOP-GSL42P0.local","0.000055680","5353","5353"
"777","116.396903098","DESKTOP-GSL42P0.local","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-GSL42P0.local, ""QM"" question","0.000124468","5353","5353"
"778","116.397058244","DESKTOP-GSL42P0.local","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::604c:da3d:969c:9bf2 A 192.168.0.117","0.000155146","5353","5353"
"779","116.397116242","DESKTOP-GSL42P0.local","ff02::1:3","LLMNR","95","Standard query 0x5d7b ANY DESKTOP-GSL42P0","0.000057998","60707","5355"
"780","116.397116295","DESKTOP-GSL42P0.local","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::604c:da3d:969c:9bf2 A 192.168.0.117","0.000000053","5353","5353"
"781","116.397152781","DESKTOP-GSL42P0.local","224.0.0.252","LLMNR","75","Standard query 0x5d7b ANY DESKTOP-GSL42P0","0.000036486","60707","5355"
"782","116.397284181","DESKTOP-GSL42P0.local","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-GSL42P0.local, ""QM"" question","0.000131400","5353","5353"
"783","116.397398469","DESKTOP-GSL42P0.local","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-GSL42P0.local, ""QM"" question","0.000114288","5353","5353"
"784","116.397571583","DESKTOP-GSL42P0.local","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::604c:da3d:969c:9bf2 A 192.168.0.117","0.000173114","5353","5353"
"785","116.397693739","DESKTOP-GSL42P0.local","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::604c:da3d:969c:9bf2 A 192.168.0.117","0.000122156","5353","5353"
"786","116.419399001","fe80::b6b6:86ff:fe54:f835","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","0.021705262","",""
"787","116.439346315","192.168.0.121","igmp.mcast.net","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources","0.019947314","",""
"788","116.715422026","DESKTOP-GSL42P0.local","igmp.mcast.net","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources","0.276075711","",""
"789","116.715422159","DESKTOP-GSL42P0.local","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","0.000000133","",""
"790","117.018726240","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.303304081","54915","54915"
"791","117.183795606","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.64? Tell 192.168.0.218","0.165069366","",""
"792","117.190176906","192.168.0.45","192.168.0.218","UDP","60","18833  >  80 Len=0","0.006381300","18833","80"
"793","117.190189595","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.45? Tell 192.168.0.218","0.000012689","",""
"794","117.403579329","192.168.0.1","224.0.0.252","IGMPv3","60","Membership Query, specific for group 224.0.0.252","0.213389734","",""
"795","117.403926649","fe80::c6e9:aff:fe1d:1c0a","ff02::1:3","ICMPv6","90","Multicast Listener Query","0.000347320","",""
"796","117.714763736","DESKTOP-GSL42P0.local","igmp.mcast.net","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources","0.310837087","",""
"797","117.714763814","DESKTOP-GSL42P0.local","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","0.000000078","",""
"798","118.015130867","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.300367053","54915","54915"
"799","118.207580862","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.45? Tell 192.168.0.218","0.192449995","",""
"800","118.231586117","192.168.0.243","192.168.0.218","TCP","60","1005  >  80 [SYN] Seq=0 Win=8192 Len=0","0.024005255","1005","80"
"801","118.231600011","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.243? Tell 192.168.0.218","0.000013894","",""
"802","118.259298253","192.168.0.121","igmp.mcast.net","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources","0.027698242","",""
"803","118.419240762","fe80::b6b6:86ff:fe54:f835","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","0.159942509","",""
"804","118.783635270","192.168.0.1","239.255.255.250","SSDP","440","NOTIFY * HTTP/1.1 ","0.364394508","41733","1900"
"805","118.783821620","192.168.0.1","239.255.255.250","SSDP","512","NOTIFY * HTTP/1.1 ","0.000186350","41733","1900"
"806","118.784000270","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000178650","41733","1900"
"807","118.784192890","192.168.0.1","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 ","0.000192620","41733","1900"
"808","118.784380949","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000188059","41733","1900"
"809","118.784559376","192.168.0.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 ","0.000178427","41733","1900"
"810","118.784747002","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000187626","41733","1900"
"811","118.784935617","192.168.0.1","239.255.255.250","SSDP","502","NOTIFY * HTTP/1.1 ","0.000188615","41733","1900"
"812","118.785119609","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000183992","41733","1900"
"813","118.785310315","192.168.0.1","239.255.255.250","SSDP","516","NOTIFY * HTTP/1.1 ","0.000190706","41733","1900"
"814","118.785500506","192.168.0.1","239.255.255.250","SSDP","520","NOTIFY * HTTP/1.1 ","0.000190191","41733","1900"
"815","118.785690881","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000190375","41733","1900"
"816","118.785879049","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000188168","41733","1900"
"817","119.018387294","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.232508245","54915","54915"
"818","119.043601017","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.025213723","41733","1900"
"819","119.043836747","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000235730","41733","1900"
"820","119.044030675","192.168.0.1","239.255.255.250","SSDP","520","NOTIFY * HTTP/1.1 ","0.000193928","41733","1900"
"821","119.044199368","192.168.0.1","239.255.255.250","SSDP","516","NOTIFY * HTTP/1.1 ","0.000168693","41733","1900"
"822","119.044374019","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000174651","41733","1900"
"823","119.044542747","192.168.0.1","239.255.255.250","SSDP","502","NOTIFY * HTTP/1.1 ","0.000168728","41733","1900"
"824","119.044724693","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000181946","41733","1900"
"825","119.044895749","192.168.0.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 ","0.000171056","41733","1900"
"826","119.045080122","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000184373","41733","1900"
"827","119.045257001","192.168.0.1","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 ","0.000176879","41733","1900"
"828","119.045433662","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000176661","41733","1900"
"829","119.045625197","192.168.0.1","239.255.255.250","SSDP","512","NOTIFY * HTTP/1.1 ","0.000191535","41733","1900"
"830","119.045794947","192.168.0.1","239.255.255.250","SSDP","440","NOTIFY * HTTP/1.1 ","0.000169750","41733","1900"
"831","119.232324553","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.45? Tell 192.168.0.218","0.186529606","",""
"832","119.263578730","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.243? Tell 192.168.0.218","0.031254177","",""
"833","120.016805015","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.753226285","54915","54915"
"834","120.287374043","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.243? Tell 192.168.0.218","0.270569028","",""
"835","120.306389179","192.168.0.164","192.168.0.218","UDP","60","16622  >  80 Len=0","0.019015136","16622","80"
"836","120.306404537","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.164? Tell 192.168.0.218","0.000015358","",""
"837","121.014264907","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.707860370","54915","54915"
"838","121.311177390","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.164? Tell 192.168.0.218","0.296912483","",""
"839","121.341982510","192.168.0.39","192.168.0.218","TCP","60","42649  >  80 [SYN] Seq=0 Win=8192 Len=0","0.030805120","42649","80"
"840","121.341999704","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.39? Tell 192.168.0.218","0.000017194","",""
"841","122.017526457","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.675526753","54915","54915"
"842","122.183971597","a2:9c:aa:76:69:49","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.166445140","",""
"843","122.183971657","D680.local","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000060","",""
"844","122.183971669","f6:c7:24:08:96:ca","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000012","",""
"845","122.184033244","SamsungE_c9:0b:80","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000061575","",""
"846","122.184033272","Arcadyan_3e:93:34","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000028","",""
"847","122.184033287","SamsungE_d0:f5:75","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000015","",""
"848","122.335872221","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.164? Tell 192.168.0.218","0.151838934","",""
"849","122.367175778","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.39? Tell 192.168.0.218","0.031303557","",""
"850","122.373560099","192.168.0.249","192.168.0.218","UDP","60","48453  >  80 Len=0","0.006384321","48453","80"
"851","122.373573312","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.249? Tell 192.168.0.218","0.000013213","",""
"852","122.412599422","192.168.0.0","192.168.0.218","TCP","60","21443  >  80 [SYN] Seq=0 Win=8192 Len=0","0.039026110","21443","80"
"853","122.479936077","192.168.0.242","192.168.0.218","UDP","60","42199  >  80 Len=0","0.067336655","42199","80"
"854","122.479954410","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.242? Tell 192.168.0.218","0.000018333","",""
"855","122.526886920","192.168.0.18","192.168.0.218","TCP","60","45680  >  80 [SYN] Seq=0 Win=8192 Len=0","0.046932510","45680","80"
"856","122.526903720","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.18? Tell 192.168.0.218","0.000016800","",""
"857","123.015007067","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.488103347","54915","54915"
"858","123.391859324","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.249? Tell 192.168.0.218","0.376852257","",""
"859","123.391891732","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.39? Tell 192.168.0.218","0.000032408","",""
"860","123.487523409","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.242? Tell 192.168.0.218","0.095631677","",""
"861","123.551929293","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.18? Tell 192.168.0.218","0.064405884","",""
"862","124.018231514","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.466302221","54915","54915"
"863","124.415651452","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.249? Tell 192.168.0.218","0.397419938","",""
"864","124.512254723","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.242? Tell 192.168.0.218","0.096603271","",""
"865","124.560818791","192.168.0.253","192.168.0.218","UDP","60","2576  >  80 Len=0","0.048564068","2576","80"
"866","124.560831776","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.253? Tell 192.168.0.218","0.000012985","",""
"867","124.575714547","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.18? Tell 192.168.0.218","0.014882771","",""
"868","125.014705956","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.438991409","54915","54915"
"869","125.568246951","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.253? Tell 192.168.0.218","0.553540995","",""
"870","125.611829781","192.168.0.186","192.168.0.218","TCP","60","17963  >  80 [SYN] Seq=0 Win=8192 Len=0","0.043582830","17963","80"
"871","125.611840107","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.186? Tell 192.168.0.218","0.000010326","",""
"872","125.643901777","192.168.0.149","192.168.0.218","UDP","60","5923  >  80 Len=0","0.032061670","5923","80"
"873","125.643913637","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.149? Tell 192.168.0.218","0.000011860","",""
"874","126.017995587","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.374081950","54915","54915"
"875","126.563553813","192.168.0.1","all-systems.mcast.net","IGMPv3","60","Membership Query, general","0.545558226","",""
"876","126.563771748","DESKTOP-GSL42P0.local","igmp.mcast.net","IGMPv3","60","Membership Report / Join group 239.255.255.250 for any sources","0.000217935","",""
"877","126.563771798","fe80::c6e9:aff:fe1d:1c0a","ff02::1","ICMPv6","90","Multicast Listener Query","0.000000050","",""
"878","126.575458129","fe80::8d3a:b1ad:eda3:445f","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","0.011686331","",""
"879","126.592028409","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.253? Tell 192.168.0.218","0.016570280","",""
"880","126.616423246","192.168.0.218","igmp.mcast.net","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources","0.024394837","",""
"881","126.627191399","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.186? Tell 192.168.0.218","0.010768153","",""
